"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"POL SCI M191DC - DESVEAUX, J.A.",0.467,0.133,0.133,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA
"POL SCI M195DC - DESVEAUX, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PORTGSE 11A - DE PAULA SANTOS, A",0.182,0.273,0.182,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"PORTGSE M35 - MATEU, V.",0.2,NA,0.6,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"PSYCH 10 - CLARK, C.M.",0.307,0.151,0.168,0.084,0.071,0.088,0.013,0.004,0.059,0.004,0.004,0.008,0.013
"PSYCH 10 - PAQUETTE-SMITH, M.",0.288,0.155,0.196,0.068,0.046,0.11,0.023,0.014,0.064,0.009,0.005,0.014,0.005
"PSYCH 100A - REISE, S.P.",0.321,0.146,0.262,0.079,0.033,0.046,0.038,0.004,0.029,0.004,0.004,0.004,0.029
"PSYCH 100A - STIGLER, J.W.",0.423,0.111,0.296,0.063,0.016,0.067,0.004,0.004,0.008,NA,NA,0.008,NA
"PSYCH 100B - FIRSTENBERG, I.",0.104,0.131,0.024,0.143,0.153,0.131,0.126,0.01,0.158,0.002,NA,0.015,NA
"PSYCH 101 - MCAULIFFE, S.P.",0.157,0.275,0.039,0.216,0.059,0.118,0.039,0.039,0.059,NA,NA,NA,NA
"PSYCH 110 - SHARPE, M.J.",0.224,NA,0.015,0.229,NA,0.146,0.18,NA,0.112,0.068,NA,NA,0.02
"PSYCH 112A - WASSUM, K.",0.325,0.25,0.1,0.05,0.15,0.05,NA,NA,0.05,NA,NA,NA,NA
"PSYCH 115 - ADHIKARI, A.",0.234,0.084,NA,0.132,0.106,0.121,0.143,0.044,0.059,0.044,NA,NA,0.026
"PSYCH 116 - BABIEC, W.E.",0.246,0.141,0.197,0.113,0.077,0.092,0.014,0.021,0.042,0.007,NA,0.014,0.007
"PSYCH 118 - LARISON, B.J.",0.186,0.165,0.206,0.103,0.113,0.124,0.041,0.01,0.031,NA,NA,NA,NA
"PSYCH 119J - BUONOMANO, D.",0.308,0.173,0.154,0.135,0.038,0.154,0.019,NA,0.019,NA,NA,NA,NA
"PSYCH 119V - ZAIDEL, D.",0.388,0.102,0.122,0.143,0.061,0.143,NA,NA,0.02,NA,NA,NA,NA
"PSYCH 120A - MONTI, M.M.",0.208,0.124,0.309,0.074,0.06,0.121,0.013,0.007,0.027,0.01,0.01,0.003,NA
"PSYCH 121 - HOLYOAK, K.",0.393,0.107,0.107,0.143,0.071,0.179,NA,NA,NA,NA,NA,NA,NA
"PSYCH 121 - LU, H.",0.593,0.185,0.037,0.037,NA,0.111,NA,0.037,NA,NA,NA,NA,NA
"PSYCH 124F - CHENG, P.",0.129,0.097,0.065,0.194,0.258,0.032,0.065,0.032,0.097,NA,NA,NA,NA
"PSYCH 124G - CASTEL, A.D.",0.615,NA,0.346,0.019,NA,0.019,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124J - KELLMAN, P.",0.342,0.316,NA,0.105,NA,0.184,0.026,0.026,NA,NA,NA,NA,NA
"PSYCH 127A - REPETTI, R.L.",0.236,0.246,0.067,0.067,0.108,0.113,0.056,0.036,0.021,0.021,0.005,0.005,0.005
"PSYCH 130 - GOFF, B.S.",0.452,0.14,0.29,0.041,0.003,0.067,NA,NA,NA,NA,NA,0.003,0.003
"PSYCH 131 - COLOSIMO, L.R.",0.522,0.087,0.174,0.087,NA,0.13,NA,NA,NA,NA,NA,NA,NA
"PSYCH 131 - JOHNSON, S.P.",0.312,0.25,0.344,0.062,NA,0.031,NA,NA,NA,NA,NA,NA,NA
"PSYCH 132A - ADELMAN, H.S.",0.267,0.415,NA,0.067,0.037,0.178,NA,NA,0.015,NA,NA,0.007,NA
"PSYCH 133A - JUVONEN, J.H.",0.25,0.125,0.058,0.175,0.088,0.129,0.029,0.008,0.05,0.008,0.008,0.021,0.008
"PSYCH 133B - ANKOWSKI, A.N.",0.391,0.202,0.024,0.137,0.032,0.109,0.048,0.004,0.028,0.012,0.004,NA,NA
"PSYCH 134B - GROSS, E.F.",0.7,0.167,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134E - GROSS, E.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134J - GOFF, B.S.",0.52,0.227,0.087,0.047,0.007,0.107,NA,NA,0.007,NA,NA,NA,NA
"PSYCH 135 - SMURDA, J.D.",0.303,0.192,0.077,0.182,0.104,0.057,0.024,NA,0.024,0.007,NA,0.003,0.007
"PSYCH 136B - HUO, Y.J.",0.464,0.143,NA,0.107,NA,0.286,NA,NA,NA,NA,NA,NA,NA
"PSYCH 137C - BRADBURY, T.",0.399,0.178,0.193,0.047,0.022,0.109,NA,NA,0.016,NA,NA,NA,NA
"PSYCH 15 - KRASNE, F.",0.161,0.102,0.136,0.051,0.144,0.161,0.017,0.034,0.068,NA,NA,NA,0.008
"PSYCH 150 - SUMNER, J.A.",0.248,0.252,0.214,0.081,0.056,0.09,NA,0.004,0.043,NA,0.004,NA,NA
"PSYCH 151 - TOMIYAMA, J.",0.393,0.357,0.107,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"PSYCH 152 - BOWER, J.E.",0.358,0.229,0.079,0.117,0.05,0.125,0.017,0.004,0.021,NA,NA,NA,NA
"PSYCH 164 - GALVAN, A.",0.55,0.125,0.262,0.025,NA,0.025,NA,NA,0.012,NA,NA,NA,NA
"PSYCH 167 - TEHRANIAN, Y.J.",0.73,0.17,0.035,0.021,0.007,0.007,NA,NA,NA,0.014,NA,NA,NA
"PSYCH 184A - JUVONEN, J.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 186C - LIU, Z.",0.357,NA,NA,NA,0.143,0.357,NA,NA,NA,NA,NA,NA,0.143
"PSYCH 189 - BOWER, J.E.",0.455,0.273,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 19 - DUNKEL SCHETTER, C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 191BH - LIEBERMAN, M.D.",0.591,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 194C - LU, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 195B - KNOWLTON, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 196A - TOMIYAMA, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 196B - LU, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - FRANE, A.V.",0.581,0.065,0.065,0.065,0.065,0.097,0.032,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A.",0.125,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20B - MANSOLF, M.A.",0.233,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 212 - BLAIR, H.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 219 - DUNKEL SCHETTER, C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 220B - EISENBERGER, N.I.",0.833,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 226B - LIEBERMAN, M.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 249 - ENDERS, C.K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 250B - DU, H.",0.243,NA,0.676,0.027,NA,0.027,NA,NA,0.027,NA,NA,NA,NA
"PSYCH 258 - MONTOYA, A.K.",0.571,0.086,0.257,0.029,NA,0.029,NA,NA,NA,NA,NA,NA,NA
"PSYCH 260B - CHENG, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 273B - TUOHY, D.",0.667,NA,0.25,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"PSYCH 375 - FIRSTENBERG, I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 401 - YEE-BRADBURY, C.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 403 - SAYEGH, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 495A - PAQUETTE-SMITH, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 85 - RISSMAN, J.A.",0.282,0.179,0.154,0.128,0.077,0.064,0.064,0.026,0.026,NA,NA,NA,NA
"PSYCH 98TA - LIEBERMAN, M.D.",0.167,0.167,0.333,0.083,NA,0.083,NA,0.083,NA,NA,0.083,NA,NA
"PSYCH 98TB - IZQUIERDO EDLER, A",0.056,NA,0.889,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"PSYCH M119N - SCHEIN, S.",0.214,0.214,0.107,0.214,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"PSYCH M139 - DEMER, L.L.",0.8,0.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH M247 - GREENFIELD, P.M.",0.636,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY 174 - FULIGNI, A.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 10 - COVINGTON, K.L.",0.412,0.168,0.076,0.092,0.05,0.143,0.008,0.008,0.025,NA,NA,NA,0.017
"PUB AFF 111 - PARK, R.",0.352,0.241,0.13,0.074,0.019,0.167,NA,NA,0.019,NA,NA,NA,NA
"PUB AFF 113 - COVINGTON, K.L.",0.185,0.049,0.691,0.012,NA,0.025,NA,NA,NA,0.025,NA,NA,0.012
"PUB AFF 114 - LEAP, J.J.",0.891,0.023,NA,0.05,NA,0.013,0.01,NA,NA,NA,NA,NA,0.003
"PUB AFF 115 - WEISBURST, E.K.",0.457,0.106,0.149,0.074,0.053,0.117,NA,0.021,0.021,NA,NA,NA,NA
"PUB AFF 145 - DUKAKIS, M.S.",0.173,0.269,NA,0.173,0.096,0.231,NA,0.019,0.019,NA,NA,NA,NA
"PUB AFF 170 - ANHEIER, H.K.",0.412,0.147,NA,0.206,NA,0.206,NA,NA,NA,NA,NA,NA,0.029
"PUB AFF 174 - ANHEIER, H.K.",0.438,0.188,NA,0.188,0.062,0.094,NA,NA,NA,NA,NA,NA,0.031
"PUB AFF 20 - CSAPO, M.",0.289,0.132,0.488,NA,NA,0.083,NA,NA,NA,NA,NA,NA,0.008
"PUB AFF 40 - BAU, N.D.",0.344,0.056,0.176,0.2,0.072,0.056,0.04,0.008,0.024,NA,0.008,0.008,0.008
"PUB AFF M130 - LEVY-STORMS, L.F.",0.31,0.414,0.034,0.103,NA,0.069,0.034,NA,0.034,NA,NA,NA,NA
"PUB AFF M142 - GARCIA, S.",0.279,0.372,0.047,0.186,0.023,0.093,NA,NA,NA,NA,NA,NA,NA
"PUB AFF M161 - KOSLOV, E.C.",0.308,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF M191P - CARNESALE, A.",0.4,0.067,0.2,0.133,NA,NA,0.067,0.067,NA,NA,NA,NA,NA
"PUB HLT 150 - SHAFIR, S.C.",0.462,0.117,0.105,0.135,NA,0.146,0.018,NA,0.012,NA,NA,NA,NA
"PUB HLT 200B - COLE, B.L.",0.866,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 200B - COLE, B.L. LEC 2",0.918,NA,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT 495 - YZQUIERDO, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB HLT M106 - HAYES-BAUTISTA, D.",0.167,0.222,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 10D - PARENT, W.B.",0.615,0.128,0.128,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 202 - FRANZOIA, A.M.",0.13,0.333,NA,0.116,0.029,0.333,NA,0.014,0.014,NA,NA,NA,NA
"PUB PLC 204 - WEISBURST, E.K.",0.218,0.364,0.036,0.091,0.055,0.218,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 208 - YIN, W.E.",0.279,0.221,0.029,0.206,0.103,0.147,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 297B - GILENS, M.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298B - AKEE, R.K.",0.235,0.529,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298B - PETERSON, M.A.",0.706,0.235,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298B - SHAH, M.",0.5,0.25,0.083,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 298B - YIN, W.E.",0.882,0.059,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 496 - GILENS, M.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB PLC M227 - FLEMING, M.F.",0.688,0.062,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN 160 - MULDOON-HULES, K.M",0.304,0.217,0.087,0.087,NA,0.13,0.043,NA,NA,NA,NA,NA,NA
"RELIGN 177 - JOSEPH, S.J.",0.875,0.031,NA,NA,NA,0.031,0.031,NA,NA,NA,NA,NA,NA
"RELIGN 177 - MARTIN, E.E.",0.793,0.172,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA
"RELIGN 191 - BAKHOS, C.A.",0.438,0.25,0.062,NA,0.062,0.125,NA,NA,NA,NA,NA,NA,NA
"RELIGN M105B - SAIEDI, N.",0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RELIGN M186A - JOSEPH, S.J.",0.389,0.333,NA,0.056,0.056,0.056,0.056,NA,NA,NA,NA,NA,NA
"RELIGN M20 - SAYEED, A.",0.318,0.093,0.037,0.093,0.047,0.093,0.065,0.037,0.019,0.019,NA,0.009,0.028
"RELIGN M40 - VROON, R.W.",0.231,0.205,0.026,0.154,0.103,0.205,NA,NA,NA,NA,NA,NA,0.026
"RELIGN M50 - BAKHOS, C.A.",0.367,0.217,0.067,0.15,0.067,0.083,0.017,NA,0.017,NA,NA,NA,0.017
"RELIGN M60W - HAYES, M.R.",0.632,0.053,NA,0.053,NA,0.211,0.053,NA,NA,NA,NA,NA,NA
"ROMANIA 152 - GALATEANU, G.",0.235,0.294,0.118,0.118,NA,0.176,NA,NA,0.059,NA,NA,NA,NA
"RUSSN 100B - KUDYMA, A.",0.438,0.375,0.125,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"RUSSN 101B - KRESIN, S.C.",0.636,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSN 102B - KUDYMA, A.",0.214,0.214,0.143,NA,NA,0.357,NA,NA,0.071,NA,NA,NA,NA
"RUSSN 107B - KUDYMA, A.",0.5,NA,0.4,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"RUSSN 126 - SEVERINA, Y.N.",0.529,0.059,0.059,0.176,0.118,0.059,NA,NA,NA,NA,NA,NA,NA
"RUSSN 2 - KUDYMA, A.",0.389,0.167,0.389,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA
"RUSSN 2 - KUDYMA, A. LEC 3",0.455,0.364,0.091,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA
"RUSSN 2 - KUDYMA, A. LEC 4",0.091,NA,0.273,0.273,NA,0.091,NA,NA,NA,0.091,NA,NA,NA
"RUSSN 25W - LENHOFF, G.D.",0.273,0.242,0.121,0.152,0.061,0.121,NA,NA,0.03,NA,NA,NA,NA
"RUSSN 31 - SHNEYDER, V.",0.521,0.062,0.354,0.021,NA,NA,NA,NA,NA,NA,NA,NA,0.021
"RUSSN 5 - KUDYMA, A.",0.214,0.143,0.071,0.143,0.071,0.071,NA,NA,0.071,NA,NA,NA,NA
"RUSSN C124D - LENHOFF, G.D.",0.308,0.077,0.154,0.077,0.077,0.077,NA,NA,NA,NA,NA,NA,0.077
"SCAND 138 - BALL, K.A.",0.281,0.141,0.185,0.089,0.022,0.081,0.037,0.007,0.022,NA,0.007,0.007,0.007
"SCAND 155 - LUNDE, A.O.",0.45,0.05,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 156 - WEN, P.J.",0.786,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 165B - BALL, K.A.",0.382,0.176,0.176,0.088,NA,0.147,NA,NA,NA,NA,NA,NA,0.029
"SCAND 2 - KARLSSON, E.J.",0.538,0.154,0.077,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA
"SCAND 50W - LUNDE, A.O.",0.686,0.128,0.081,0.012,NA,0.07,NA,NA,0.012,NA,NA,NA,0.012
"SCAND C171 - TANGHERLINI, T.R.",0.821,0.103,0.026,0.026,NA,0.026,NA,NA,NA,NA,NA,NA,NA
"SCAND C180 - JENSEN, J.C.",0.947,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"SCI EDU 100SL - GOMEZ, M.C.",0.08,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCI EDU 1SL - GENTILE, S.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCI EDU 1SL - HENEISE, R.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEASIAN 135 - PAREDES, O.",0.265,0.147,0.353,0.118,NA,0.088,NA,NA,NA,NA,NA,NA,NA
"SEASIAN 50 - PAREDES, O.",0.286,NA,0.214,0.286,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"SLAVC M40 - VROON, R.W.",0.333,0.167,0.028,0.139,0.083,0.139,NA,NA,0.056,NA,NA,NA,NA
"SOC GEN 105B - KEEL, T.D.",0.915,0.034,NA,NA,0.006,0.017,NA,0.006,NA,NA,NA,NA,0.017
"SOC GEN 108 - KELTY, C.M.",0.746,0.141,0.07,0.014,NA,0.028,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 180 - VENKAT, B.J.",0.857,0.036,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 188 - SHAPIRO, N.E.",0.87,0.043,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 191S - DE CHADAREVIAN, S.",0.792,0.167,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 195CE - KELTY, C.M.",0.714,0.19,0.048,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 5 - ALLARD, P.",0.223,0.1,0.554,0.023,0.015,0.054,NA,NA,0.015,NA,NA,NA,NA
"SOC GEN M132 - HALL, S.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN M140 - RENSEL, M.A.",0.65,NA,0.3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN M157 - CAMPBELL-STATON, S",0.218,0.218,0.018,0.145,NA,0.218,0.091,0.018,0.055,NA,NA,0.018,NA
"SOC SC 400B - STEIN, S.A.",0.818,0.045,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC SC 430 - KREMER-SADLIK, T.",0.909,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 195 - FRANKE, T.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 202B - LOWE, L.B.",0.735,0.041,0.204,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210B - LOWE, L.B.",0.375,0.083,0.375,0.042,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210B - LOWE, L.B. LEC 4",0.542,NA,0.25,0.125,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210B - MOIO, J.A.",0.696,0.13,0.13,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 210B - MOIO, J.A. LEC 3",0.708,0.125,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211B - GODOY, S.M.",0.542,0.417,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211B - SANTOS, C.E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211B - SANTOS, C.E. LEC 2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 211B - SMALL, L.A.",0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 213A - BINGHAM MIRA, C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 213A - KARIMLI, L.",0.583,0.375,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 213A - KARIMLI, L. LEC 3",0.739,0.217,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 213A - MOIO, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231G - BLAUNER, M.N.",0.818,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231J - COOPER, K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231K - GREENE, S.M.",0.778,0.074,0.037,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231M - JOHNSON, E.T.",0.083,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231N - ZIMMERMAN, L.C.",0.571,0.286,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 231S - BRINDERSON, L.A.",0.667,0.167,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 241H - HUR, T.",0.727,0.182,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260B - LEVY-STORMS, L.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260B - RITTERBUSCH, A.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 260B - WRAY-LAKE, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 290D - ABRAMS, L.S.",0.583,NA,NA,0.083,0.083,0.167,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 290E - MIYASHITA OCHOA, A",0.421,0.158,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401B - BRINDERSON, L.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401B - DUNHAM, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401B - HUR, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 401B - PALENCIA, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402B - BRINDERSON, L.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402B - HUR, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF 402B - PALENCIA, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC WLF M290N - ASTOR, R.A.",0.571,0.238,0.143,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 1 - SIGMON, J.P.",0.512,0.249,NA,0.076,0.04,0.073,0.007,0.003,0.023,NA,NA,NA,0.007
"SOCIOL 101 - JEPSON, M.C.",0.18,0.073,0.007,0.34,0.067,0.1,0.093,0.007,0.12,0.007,NA,NA,0.007
"SOCIOL 101 - SIGMON, J.P.",0.321,0.284,NA,0.105,0.043,0.173,0.019,NA,0.031,NA,NA,0.006,0.006
"SOCIOL 102 - JEPSON, M.C.",0.2,0.093,NA,0.32,0.067,0.087,0.1,0.007,0.087,0.013,NA,NA,0.007
"SOCIOL 102 - MACIAS, R.M.",0.443,0.264,NA,0.05,0.043,0.093,0.036,NA,0.036,0.007,NA,0.007,0.014
"SOCIOL 111 - LIZARDO, O.A.",0.306,0.181,0.208,0.076,0.069,0.111,0.007,0.007,0.035,NA,NA,NA,NA
"SOCIOL 113 - MCDONALD, K.B.",0.213,0.354,0.134,0.047,0.031,0.087,0.016,0.016,0.039,0.024,NA,NA,0.016
"SOCIOL 128 - ANDERSON, T.L.",0.331,0.265,0.013,0.126,0.046,0.132,0.02,0.013,0.026,0.007,NA,NA,0.02
"SOCIOL 133 - CALDERON-ZAKS, M.A",0.231,0.194,0.306,0.062,0.069,0.088,0.019,NA,0.012,NA,NA,NA,NA
"SOCIOL 147A - SEXTON, J.S.",0.54,0.122,0.252,0.029,0.007,0.036,NA,0.007,NA,NA,NA,NA,0.007
"SOCIOL 151 - WALDINGER, R.",0.356,0.26,0.267,0.027,0.014,0.041,0.014,NA,NA,NA,NA,NA,0.014
"SOCIOL 156 - CALDERON-ZAKS, M.A",0.221,0.195,0.181,0.134,0.074,0.107,0.013,0.007,0.02,NA,NA,NA,NA
"SOCIOL 158 - HALLE, D.J.",0.224,0.109,0.503,0.054,0.027,0.061,0.007,0.007,NA,NA,NA,NA,0.007
"SOCIOL 173 - BEREND, Z.",0.141,0.109,0.117,0.102,0.078,0.148,0.086,0.055,0.094,0.008,NA,0.008,0.023
"SOCIOL 180A - BONDY, A.S.",0.193,0.193,0.193,0.111,0.089,0.089,0.03,0.044,0.044,NA,NA,NA,NA
"SOCIOL 19 - GUHIN, J.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 19 - TIMMERMANS, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 19 - WALDINGER, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191V - BRUBAKER, W.R.",0.333,0.167,0.083,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 191V - HERNANDEZ-LEON, R.",0.176,0.176,0.353,0.176,NA,0.059,0.059,NA,NA,NA,NA,NA,NA
"SOCIOL 195CE - ROSSMAN, G.",0.6,0.233,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 198B - BEREND, Z.",0.917,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 20 - ANDALON, R.",0.289,0.037,0.593,0.022,0.007,0.03,NA,NA,0.007,0.007,NA,NA,0.007
"SOCIOL 20 - LARKINS, S.A.",0.32,0.193,0.027,0.247,0.033,0.087,0.04,NA,0.033,NA,NA,NA,0.02
"SOCIOL 201B - WALKER, E.T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 202B - EMIGH, R.J.",0.125,0.312,NA,0.062,NA,0.5,NA,NA,NA,NA,NA,NA,NA
